path_id,orig_node_id,dest_node_id,node_seq,node_id
105,6,35,16,35
106,37,29,0,37
106,37,29,1,36
106,37,29,2,34
106,37,29,3,35
106,37,29,4,28
106,37,29,5,29
107,37,31,0,37
107,37,31,1,36
107,37,31,2,34
107,37,31,3,32
107,37,31,4,31
108,37,35,0,37
108,37,35,1,36
108,37,35,2,34
108,37,35,3,35
109,39,29,0,39
109,39,29,1,70
109,39,29,2,33
109,39,29,3,32
109,39,29,4,29
110,39,31,0,39
110,39,31,1,70
110,39,31,2,33
110,39,31,3,32
110,39,31,4,31
111,39,35,0,39
111,39,35,1,70
111,39,35,2,33
111,39,35,3,34
111,39,35,4,35
112,14,29,0,14
112,14,29,1,15
112,14,29,2,16
112,14,29,3,41
112,14,29,4,17
112,14,29,5,42
112,14,29,6,21
112,14,29,7,43
112,14,29,8,44
112,14,29,9,45
112,14,29,10,46
112,14,29,11,47
112,14,29,12,48
112,14,29,13,22
112,14,29,14,67
112,14,29,15,68
112,14,29,16,27
112,14,29,17,28
112,14,29,18,29
113,14,31,0,14
113,14,31,1,15
113,14,31,2,16
113,14,31,3,41
113,14,31,4,17
113,14,31,5,42
113,14,31,6,21
113,14,31,7,43
113,14,31,8,44
113,14,31,9,45
113,14,31,10,46
113,14,31,11,47
113,14,31,12,48
113,14,31,13,22
113,14,31,14,67
113,14,31,15,68
113,14,31,16,27
113,14,31,17,38
113,14,31,18,35
113,14,31,19,34
113,14,31,20,32
113,14,31,21,31
114,14,35,0,14
114,14,35,1,15
114,14,35,2,16
114,14,35,3,41
114,14,35,4,17
114,14,35,5,42
114,14,35,6,21
114,14,35,7,43
114,14,35,8,44
114,14,35,9,45
114,14,35,10,46
114,14,35,11,47
114,14,35,12,48
114,14,35,13,22
114,14,35,14,67
114,14,35,15,68
114,14,35,16,27
114,14,35,17,38
114,14,35,18,35
115,15,29,0,15
115,15,29,1,16
115,15,29,2,41
115,15,29,3,17
115,15,29,4,42
115,15,29,5,21
115,15,29,6,43
115,15,29,7,44
115,15,29,8,45
115,15,29,9,46
115,15,29,10,47
115,15,29,11,48
115,15,29,12,22
115,15,29,13,67
115,15,29,14,68
115,15,29,15,27
115,15,29,16,28
115,15,29,17,29
116,15,31,0,15
116,15,31,1,16
116,15,31,2,41
116,15,31,3,17
116,15,31,4,42
116,15,31,5,21
116,15,31,6,43
116,15,31,7,44
116,15,31,8,45
116,15,31,9,46
116,15,31,10,47
116,15,31,11,48
116,15,31,12,22
116,15,31,13,67
116,15,31,14,68
116,15,31,15,27
116,15,31,16,38
116,15,31,17,35
116,15,31,18,34
116,15,31,19,32
116,15,31,20,31
117,15,35,0,15
117,15,35,1,16
117,15,35,2,41
117,15,35,3,17
117,15,35,4,42
117,15,35,5,21
117,15,35,6,43
117,15,35,7,44
117,15,35,8,45
117,15,35,9,46
117,15,35,10,47
117,15,35,11,48
117,15,35,12,22
117,15,35,13,67
117,15,35,14,68
117,15,35,15,27
117,15,35,16,38
117,15,35,17,35
118,19,29,0,19
118,19,29,1,20
118,19,29,2,21
118,19,29,3,43
118,19,29,4,44
118,19,29,5,45
118,19,29,6,46
118,19,29,7,47
118,19,29,8,48
118,19,29,9,22
118,19,29,10,67
118,19,29,11,68
118,19,29,12,27
118,19,29,13,28
118,19,29,14,29
119,19,31,0,19
119,19,31,1,20
119,19,31,2,21
119,19,31,3,43
119,19,31,4,44
119,19,31,5,45
119,19,31,6,46
119,19,31,7,47
119,19,31,8,48
119,19,31,9,22
119,19,31,10,67
119,19,31,11,68
119,19,31,12,27
119,19,31,13,38
119,19,31,14,35
119,19,31,15,34
119,19,31,16,32
119,19,31,17,31
120,19,35,0,19
120,19,35,1,20
120,19,35,2,21
120,19,35,3,43
120,19,35,4,44
120,19,35,5,45
120,19,35,6,46
120,19,35,7,47
120,19,35,8,48
120,19,35,9,22
120,19,35,10,67
120,19,35,11,68
120,19,35,12,27
120,19,35,13,38
120,19,35,14,35
121,16,29,0,16
121,16,29,1,41
121,16,29,2,17
121,16,29,3,42
121,16,29,4,21
121,16,29,5,43
121,16,29,6,44
121,16,29,7,45
121,16,29,8,46
121,16,29,9,47
121,16,29,10,48
121,16,29,11,22
121,16,29,12,67
121,16,29,13,68
121,16,29,14,27
121,16,29,15,28
121,16,29,16,29
122,16,31,0,16
122,16,31,1,41
122,16,31,2,17
122,16,31,3,42
122,16,31,4,21
122,16,31,5,43
122,16,31,6,44
122,16,31,7,45
122,16,31,8,46
122,16,31,9,47
122,16,31,10,48
122,16,31,11,22
122,16,31,12,67
122,16,31,13,68
122,16,31,14,27
122,16,31,15,38
122,16,31,16,35
122,16,31,17,34
122,16,31,18,32
122,16,31,19,31
123,16,35,0,16
123,16,35,1,41
123,16,35,2,17
123,16,35,3,42
123,16,35,4,21
123,16,35,5,43
123,16,35,6,44
123,16,35,7,45
123,16,35,8,46
123,16,35,9,47
123,16,35,10,48
123,16,35,11,22
123,16,35,12,67
123,16,35,13,68
123,16,35,14,27
123,16,35,15,38
123,16,35,16,35
124,17,29,0,17
124,17,29,1,42
124,17,29,2,21
124,17,29,3,43
124,17,29,4,44
124,17,29,5,45
124,17,29,6,46
124,17,29,7,47
124,17,29,8,48
124,17,29,9,22
124,17,29,10,67
124,17,29,11,68
124,17,29,12,27
124,17,29,13,28
124,17,29,14,29
125,17,31,0,17
125,17,31,1,42
125,17,31,2,21
125,17,31,3,43
125,17,31,4,44
125,17,31,5,45
125,17,31,6,46
125,17,31,7,47
125,17,31,8,48
125,17,31,9,22
125,17,31,10,67
125,17,31,11,68
125,17,31,12,27
125,17,31,13,38
125,17,31,14,35
125,17,31,15,34
125,17,31,16,32
125,17,31,17,31
126,17,35,0,17
126,17,35,1,42
126,17,35,2,21
126,17,35,3,43
126,17,35,4,44
126,17,35,5,45
126,17,35,6,46
126,17,35,7,47
126,17,35,8,48
126,17,35,9,22
126,17,35,10,67
126,17,35,11,68
126,17,35,12,27
126,17,35,13,38
126,17,35,14,35
127,1,29,0,1
127,1,29,1,76
127,1,29,2,75
127,1,29,3,2
127,1,29,4,74
127,1,29,5,73
127,1,29,6,72
127,1,29,7,71
127,1,29,8,3
127,1,29,9,4
127,1,29,10,5
127,1,29,11,6
127,1,29,12,49
127,1,29,13,19
127,1,29,14,20
127,1,29,15,21
127,1,29,16,43
127,1,29,17,44
127,1,29,18,45
127,1,29,19,46
127,1,29,20,47
127,1,29,21,48
127,1,29,22,22
127,1,29,23,67
127,1,29,24,68
127,1,29,25,27
127,1,29,26,28
127,1,29,27,29
128,1,31,0,1
128,1,31,1,76
128,1,31,2,75
128,1,31,3,2
128,1,31,4,74
128,1,31,5,73
128,1,31,6,72
128,1,31,7,71
128,1,31,8,3
128,1,31,9,4
128,1,31,10,5
128,1,31,11,6
128,1,31,12,49
128,1,31,13,19
128,1,31,14,20
128,1,31,15,21
128,1,31,16,43
128,1,31,17,44
128,1,31,18,45
128,1,31,19,46
128,1,31,20,47
128,1,31,21,48
128,1,31,22,22
128,1,31,23,67
128,1,31,24,68
128,1,31,25,27
128,1,31,26,38
128,1,31,27,35
128,1,31,28,34
128,1,31,29,32
128,1,31,30,31
129,1,35,0,1
129,1,35,1,76
129,1,35,2,75
129,1,35,3,2
129,1,35,4,74
129,1,35,5,73
129,1,35,6,72
129,1,35,7,71
129,1,35,8,3
129,1,35,9,4
129,1,35,10,5
129,1,35,11,6
129,1,35,12,49
129,1,35,13,19
129,1,35,14,20
129,1,35,15,21
129,1,35,16,43
129,1,35,17,44
129,1,35,18,45
129,1,35,19,46
129,1,35,20,47
129,1,35,21,48
129,1,35,22,22
129,1,35,23,67
129,1,35,24,68
129,1,35,25,27
129,1,35,26,38
129,1,35,27,35
130,2,29,0,2
130,2,29,1,74
130,2,29,2,73
130,2,29,3,72
130,2,29,4,71
130,2,29,5,3
130,2,29,6,4
130,2,29,7,5
130,2,29,8,6
130,2,29,9,49
130,2,29,10,19
130,2,29,11,20
130,2,29,12,21
130,2,29,13,43
130,2,29,14,44
130,2,29,15,45
130,2,29,16,46
130,2,29,17,47
130,2,29,18,48
130,2,29,19,22
130,2,29,20,67
130,2,29,21,68
130,2,29,22,27
130,2,29,23,28
130,2,29,24,29
131,2,31,0,2
131,2,31,1,74
131,2,31,2,73
131,2,31,3,72
131,2,31,4,71
131,2,31,5,3
131,2,31,6,4
131,2,31,7,5
131,2,31,8,6
131,2,31,9,49
131,2,31,10,19
131,2,31,11,20
131,2,31,12,21
131,2,31,13,43
131,2,31,14,44
131,2,31,15,45
131,2,31,16,46
131,2,31,17,47
131,2,31,18,48
131,2,31,19,22
131,2,31,20,67
131,2,31,21,68
131,2,31,22,27
131,2,31,23,38
131,2,31,24,35
131,2,31,25,34
131,2,31,26,32
131,2,31,27,31
132,2,35,0,2
132,2,35,1,74
132,2,35,2,73
132,2,35,3,72
132,2,35,4,71
132,2,35,5,3
132,2,35,6,4
132,2,35,7,5
132,2,35,8,6
132,2,35,9,49
132,2,35,10,19
132,2,35,11,20
132,2,35,12,21
132,2,35,13,43
132,2,35,14,44
132,2,35,15,45
132,2,35,16,46
132,2,35,17,47
132,2,35,18,48
132,2,35,19,22
132,2,35,20,67
132,2,35,21,68
132,2,35,22,27
132,2,35,23,38
132,2,35,24,35
133,13,33,0,13
133,13,33,1,18
133,13,33,2,17
133,13,33,3,42
133,13,33,4,21
133,13,33,5,43
133,13,33,6,44
133,13,33,7,45
133,13,33,8,46
133,13,33,9,47
133,13,33,10,48
133,13,33,11,22
133,13,33,12,67
133,13,33,13,68
133,13,33,14,27
133,13,33,15,38
133,13,33,16,35
133,13,33,17,34
133,13,33,18,33
134,18,33,0,18
134,18,33,1,17
134,18,33,2,42
134,18,33,3,21
134,18,33,4,43
134,18,33,5,44
134,18,33,6,45
134,18,33,7,46
134,18,33,8,47
134,18,33,9,48
134,18,33,10,22
134,18,33,11,67
134,18,33,12,68
134,18,33,13,27
134,18,33,14,38
134,18,33,15,35
134,18,33,16,34
134,18,33,17,33
135,12,33,0,12
135,12,33,1,13
135,12,33,2,18
135,12,33,3,17
135,12,33,4,42
135,12,33,5,21
135,12,33,6,43
135,12,33,7,44
135,12,33,8,45
135,12,33,9,46
135,12,33,10,47
135,12,33,11,48
135,12,33,12,22
135,12,33,13,67
135,12,33,14,68
135,12,33,15,27
135,12,33,16,38
135,12,33,17,35
135,12,33,18,34
135,12,33,19,33
136,25,33,0,25
136,25,33,1,55
136,25,33,2,56
136,25,33,3,57
136,25,33,4,58
136,25,33,5,59
136,25,33,6,60
136,25,33,7,61
136,25,33,8,62
136,25,33,9,63
136,25,33,10,64
136,25,33,11,65
136,25,33,12,26
136,25,33,13,66
136,25,33,14,22
136,25,33,15,67
136,25,33,16,68
136,25,33,17,27
136,25,33,18,38
136,25,33,19,35
136,25,33,20,34
136,25,33,21,33
137,29,33,0,29
137,29,33,1,32
137,29,33,2,33
138,31,33,0,31
138,31,33,1,32
138,31,33,2,33
139,35,33,0,35
139,35,33,1,34
139,35,33,2,33
140,7,33,0,7
140,7,33,1,6
140,7,33,2,49
140,7,33,3,19
140,7,33,4,20
140,7,33,5,21
140,7,33,6,43
140,7,33,7,44
140,7,33,8,45
140,7,33,9,46
140,7,33,10,47
140,7,33,11,48
140,7,33,12,22
140,7,33,13,67
140,7,33,14,68
140,7,33,15,27
140,7,33,16,38
140,7,33,17,35
140,7,33,18,34
140,7,33,19,33
141,5,33,0,5
141,5,33,1,6
141,5,33,2,49
141,5,33,3,19
141,5,33,4,20
141,5,33,5,21
141,5,33,6,43
141,5,33,7,44
141,5,33,8,45
141,5,33,9,46
141,5,33,10,47
141,5,33,11,48
141,5,33,12,22
141,5,33,13,67
141,5,33,14,68
141,5,33,15,27
141,5,33,16,38
141,5,33,17,35
141,5,33,18,34
141,5,33,19,33
142,6,33,0,6
142,6,33,1,49
142,6,33,2,19
142,6,33,3,20
142,6,33,4,21
142,6,33,5,43
142,6,33,6,44
142,6,33,7,45
142,6,33,8,46
142,6,33,9,47
142,6,33,10,48
142,6,33,11,22
142,6,33,12,67
142,6,33,13,68
142,6,33,14,27
142,6,33,15,38
142,6,33,16,35
142,6,33,17,34
142,6,33,18,33
143,37,33,0,37
143,37,33,1,36
143,37,33,2,34
143,37,33,3,33
144,39,33,0,39
144,39,33,1,70
144,39,33,2,33
145,14,33,0,14
145,14,33,1,15
145,14,33,2,16
145,14,33,3,41
145,14,33,4,17
145,14,33,5,42
145,14,33,6,21
145,14,33,7,43
145,14,33,8,44
145,14,33,9,45
145,14,33,10,46
145,14,33,11,47
145,14,33,12,48
145,14,33,13,22
145,14,33,14,67
145,14,33,15,68
145,14,33,16,27
145,14,33,17,38
145,14,33,18,35
145,14,33,19,34
145,14,33,20,33
146,15,33,0,15
146,15,33,1,16
146,15,33,2,41
146,15,33,3,17
146,15,33,4,42
146,15,33,5,21
146,15,33,6,43
146,15,33,7,44
146,15,33,8,45
146,15,33,9,46
146,15,33,10,47
146,15,33,11,48
146,15,33,12,22
146,15,33,13,67
146,15,33,14,68
146,15,33,15,27
146,15,33,16,38
146,15,33,17,35
146,15,33,18,34
146,15,33,19,33
147,19,33,0,19
147,19,33,1,20
147,19,33,2,21
147,19,33,3,43
147,19,33,4,44
147,19,33,5,45
147,19,33,6,46
147,19,33,7,47
147,19,33,8,48
147,19,33,9,22
147,19,33,10,67
147,19,33,11,68
147,19,33,12,27
147,19,33,13,38
147,19,33,14,35
147,19,33,15,34
147,19,33,16,33
148,16,33,0,16
148,16,33,1,41
148,16,33,2,17
148,16,33,3,42
148,16,33,4,21
148,16,33,5,43
148,16,33,6,44
148,16,33,7,45
148,16,33,8,46
148,16,33,9,47
148,16,33,10,48
148,16,33,11,22
148,16,33,12,67
148,16,33,13,68
148,16,33,14,27
148,16,33,15,38
148,16,33,16,35
148,16,33,17,34
148,16,33,18,33
149,17,33,0,17
149,17,33,1,42
149,17,33,2,21
149,17,33,3,43
149,17,33,4,44
149,17,33,5,45
149,17,33,6,46
149,17,33,7,47
149,17,33,8,48
149,17,33,9,22
149,17,33,10,67
149,17,33,11,68
149,17,33,12,27
149,17,33,13,38
149,17,33,14,35
149,17,33,15,34
149,17,33,16,33
150,1,33,0,1
150,1,33,1,76
150,1,33,2,75
150,1,33,3,2
150,1,33,4,74
150,1,33,5,73
150,1,33,6,72
150,1,33,7,71
150,1,33,8,3
150,1,33,9,4
150,1,33,10,5
150,1,33,11,6
150,1,33,12,49
150,1,33,13,19
150,1,33,14,20
150,1,33,15,21
150,1,33,16,43
150,1,33,17,44
150,1,33,18,45
150,1,33,19,46
150,1,33,20,47
150,1,33,21,48
150,1,33,22,22
150,1,33,23,67
150,1,33,24,68
150,1,33,25,27
150,1,33,26,38
150,1,33,27,35
150,1,33,28,34
150,1,33,29,33
151,2,33,0,2
151,2,33,1,74
151,2,33,2,73
151,2,33,3,72
151,2,33,4,71
151,2,33,5,3
151,2,33,6,4
151,2,33,7,5
151,2,33,8,6
151,2,33,9,49
151,2,33,10,19
151,2,33,11,20
151,2,33,12,21
151,2,33,13,43
151,2,33,14,44
151,2,33,15,45
151,2,33,16,46
151,2,33,17,47
151,2,33,18,48
151,2,33,19,22
151,2,33,20,67
151,2,33,21,68
151,2,33,22,27
151,2,33,23,38
151,2,33,24,35
151,2,33,25,34
151,2,33,26,33
152,13,7,0,13
152,13,7,1,12
152,13,7,2,40
152,13,7,3,11
152,13,7,4,10
152,13,7,5,6
152,13,7,6,7
153,18,7,0,18
153,18,7,1,13
153,18,7,2,12
153,18,7,3,40
153,18,7,4,11
153,18,7,5,10
153,18,7,6,6
153,18,7,7,7
154,12,7,0,12
154,12,7,1,40
154,12,7,2,11
154,12,7,3,10
154,12,7,4,6
154,12,7,5,7
155,25,7,0,25
155,25,7,1,54
155,25,7,2,53
155,25,7,3,52
155,25,7,4,24
155,25,7,5,51
155,25,7,6,23
155,25,7,7,50
155,25,7,8,19
155,25,7,9,49
155,25,7,10,6
155,25,7,11,7
156,29,7,0,29
156,29,7,1,28
156,29,7,2,27
156,29,7,3,68
156,29,7,4,67
156,29,7,5,22
156,29,7,6,48
156,29,7,7,47
156,29,7,8,46
156,29,7,9,45
156,29,7,10,44
156,29,7,11,43
156,29,7,12,21
156,29,7,13,20
156,29,7,14,19
156,29,7,15,49
156,29,7,16,6
156,29,7,17,7
157,31,7,0,31
157,31,7,1,32
157,31,7,2,34
157,31,7,3,35
157,31,7,4,38
157,31,7,5,27
157,31,7,6,68
157,31,7,7,67
157,31,7,8,22
157,31,7,9,48
157,31,7,10,47
157,31,7,11,46
157,31,7,12,45
157,31,7,13,44
157,31,7,14,43
157,31,7,15,21
157,31,7,16,20
157,31,7,17,19
157,31,7,18,49
157,31,7,19,6
157,31,7,20,7
158,35,7,0,35
158,35,7,1,38
158,35,7,2,27
158,35,7,3,68
158,35,7,4,67
158,35,7,5,22
158,35,7,6,48
158,35,7,7,47
158,35,7,8,46
158,35,7,9,45
158,35,7,10,44
158,35,7,11,43
158,35,7,12,21
158,35,7,13,20
158,35,7,14,19
158,35,7,15,49
158,35,7,16,6
158,35,7,17,7
159,33,7,0,33
159,33,7,1,34
159,33,7,2,35
159,33,7,3,38
159,33,7,4,27
159,33,7,5,68
159,33,7,6,67
159,33,7,7,22
159,33,7,8,48
159,33,7,9,47
159,33,7,10,46
159,33,7,11,45
159,33,7,12,44
159,33,7,13,43
159,33,7,14,21
159,33,7,15,20
159,33,7,16,19
159,33,7,17,49
159,33,7,18,6
159,33,7,19,7
160,5,7,0,5
160,5,7,1,6
160,5,7,2,7
161,6,7,0,6
161,6,7,1,7
162,37,7,0,37
162,37,7,1,36
162,37,7,2,34
162,37,7,3,35
162,37,7,4,38
162,37,7,5,27
162,37,7,6,68
162,37,7,7,67
162,37,7,8,22
162,37,7,9,48
162,37,7,10,47
162,37,7,11,46
162,37,7,12,45
162,37,7,13,44
162,37,7,14,43
162,37,7,15,21
162,37,7,16,20
162,37,7,17,19
162,37,7,18,49
162,37,7,19,6
162,37,7,20,7
163,39,7,0,39
163,39,7,1,70
163,39,7,2,33
163,39,7,3,34
163,39,7,4,35
163,39,7,5,38
163,39,7,6,27
163,39,7,7,68
163,39,7,8,67
163,39,7,9,22
163,39,7,10,48
163,39,7,11,47
163,39,7,12,46
163,39,7,13,45
163,39,7,14,44
163,39,7,15,43
163,39,7,16,21
163,39,7,17,20
163,39,7,18,19
163,39,7,19,49
163,39,7,20,6
163,39,7,21,7
164,14,7,0,14
164,14,7,1,13
164,14,7,2,12
164,14,7,3,40
164,14,7,4,11
164,14,7,5,10
164,14,7,6,6
164,14,7,7,7
165,15,7,0,15
165,15,7,1,14
165,15,7,2,13
165,15,7,3,12
165,15,7,4,40
165,15,7,5,11
165,15,7,6,10
165,15,7,7,6
165,15,7,8,7
166,19,7,0,19
166,19,7,1,49
166,19,7,2,6
166,19,7,3,7
167,16,7,0,16
167,16,7,1,15
167,16,7,2,14
167,16,7,3,13
167,16,7,4,12
167,16,7,5,40
167,16,7,6,11
167,16,7,7,10
167,16,7,8,6
167,16,7,9,7
168,17,7,0,17
168,17,7,1,18
168,17,7,2,13
168,17,7,3,12
168,17,7,4,40
168,17,7,5,11
168,17,7,6,10
168,17,7,7,6
168,17,7,8,7
169,1,7,0,1
169,1,7,1,76
169,1,7,2,75
169,1,7,3,2
169,1,7,4,74
169,1,7,5,73
169,1,7,6,72
169,1,7,7,71
169,1,7,8,3
169,1,7,9,4
169,1,7,10,5
169,1,7,11,6
169,1,7,12,7
170,2,7,0,2
170,2,7,1,74
170,2,7,2,73
170,2,7,3,72
170,2,7,4,71
170,2,7,5,3
170,2,7,6,4
170,2,7,7,5
170,2,7,8,6
170,2,7,9,7
171,13,5,0,13
171,13,5,1,12
171,13,5,2,40
171,13,5,3,11
171,13,5,4,10
171,13,5,5,4
171,13,5,6,5
172,13,6,0,13
172,13,6,1,12
172,13,6,2,40
172,13,6,3,11
172,13,6,4,10
172,13,6,5,6
173,18,5,0,18
173,18,5,1,13
173,18,5,2,12
173,18,5,3,40
173,18,5,4,11
173,18,5,5,10
173,18,5,6,4
173,18,5,7,5
174,18,6,0,18
174,18,6,1,13
174,18,6,2,12
174,18,6,3,40
174,18,6,4,11
174,18,6,5,10
174,18,6,6,6
175,12,5,0,12
175,12,5,1,40
175,12,5,2,11
175,12,5,3,10
175,12,5,4,4
175,12,5,5,5
176,12,6,0,12
176,12,6,1,40
176,12,6,2,11
176,12,6,3,10
176,12,6,4,6
177,25,5,0,25
177,25,5,1,54
177,25,5,2,53
177,25,5,3,52
177,25,5,4,24
177,25,5,5,51
177,25,5,6,23
177,25,5,7,50
177,25,5,8,19
177,25,5,9,49
177,25,5,10,6
177,25,5,11,5
178,25,6,0,25
178,25,6,1,54
178,25,6,2,53
178,25,6,3,52
178,25,6,4,24
178,25,6,5,51
178,25,6,6,23
178,25,6,7,50
178,25,6,8,19
178,25,6,9,49
178,25,6,10,6
179,29,5,0,29
179,29,5,1,28
179,29,5,2,27
179,29,5,3,68
179,29,5,4,67
179,29,5,5,22
179,29,5,6,48
179,29,5,7,47
179,29,5,8,46
179,29,5,9,45
179,29,5,10,44
179,29,5,11,43
179,29,5,12,21
179,29,5,13,20
179,29,5,14,19
179,29,5,15,49
179,29,5,16,6
179,29,5,17,5
180,29,6,0,29
180,29,6,1,28
180,29,6,2,27
180,29,6,3,68
180,29,6,4,67
180,29,6,5,22
180,29,6,6,48
180,29,6,7,47
180,29,6,8,46
180,29,6,9,45
180,29,6,10,44
180,29,6,11,43
180,29,6,12,21
180,29,6,13,20
180,29,6,14,19
180,29,6,15,49
180,29,6,16,6
181,31,5,0,31
181,31,5,1,32
181,31,5,2,34
181,31,5,3,35
181,31,5,4,38
181,31,5,5,27
181,31,5,6,68
181,31,5,7,67
181,31,5,8,22
181,31,5,9,48
181,31,5,10,47
181,31,5,11,46
181,31,5,12,45
181,31,5,13,44
181,31,5,14,43
181,31,5,15,21
181,31,5,16,20
181,31,5,17,19
181,31,5,18,49
181,31,5,19,6
181,31,5,20,5
182,31,6,0,31
182,31,6,1,32
182,31,6,2,34
182,31,6,3,35
182,31,6,4,38
182,31,6,5,27
182,31,6,6,68
182,31,6,7,67
182,31,6,8,22
182,31,6,9,48
182,31,6,10,47
182,31,6,11,46
182,31,6,12,45
182,31,6,13,44
182,31,6,14,43
182,31,6,15,21
182,31,6,16,20
182,31,6,17,19
182,31,6,18,49
182,31,6,19,6
183,35,5,0,35
183,35,5,1,38
183,35,5,2,27
183,35,5,3,68
183,35,5,4,67
183,35,5,5,22
183,35,5,6,48
183,35,5,7,47
183,35,5,8,46
183,35,5,9,45
183,35,5,10,44
183,35,5,11,43
183,35,5,12,21
183,35,5,13,20
183,35,5,14,19
183,35,5,15,49
183,35,5,16,6
183,35,5,17,5
184,35,6,0,35
184,35,6,1,38
184,35,6,2,27
184,35,6,3,68
184,35,6,4,67
184,35,6,5,22
184,35,6,6,48
184,35,6,7,47
184,35,6,8,46
184,35,6,9,45
184,35,6,10,44
184,35,6,11,43
184,35,6,12,21
184,35,6,13,20
184,35,6,14,19
184,35,6,15,49
184,35,6,16,6
185,33,5,0,33
185,33,5,1,34
185,33,5,2,35
185,33,5,3,38
185,33,5,4,27
185,33,5,5,68
185,33,5,6,67
185,33,5,7,22
185,33,5,8,48
185,33,5,9,47
185,33,5,10,46
185,33,5,11,45
185,33,5,12,44
185,33,5,13,43
185,33,5,14,21
185,33,5,15,20
185,33,5,16,19
185,33,5,17,49
185,33,5,18,6
185,33,5,19,5
186,33,6,0,33
186,33,6,1,34
186,33,6,2,35
186,33,6,3,38
186,33,6,4,27
186,33,6,5,68
186,33,6,6,67
186,33,6,7,22
186,33,6,8,48
186,33,6,9,47
186,33,6,10,46
186,33,6,11,45
186,33,6,12,44
186,33,6,13,43
186,33,6,14,21
186,33,6,15,20
186,33,6,16,19
186,33,6,17,49
186,33,6,18,6
187,7,5,0,7
187,7,5,1,6
187,7,5,2,5
188,7,6,0,7
188,7,6,1,6
189,5,6,0,5
189,5,6,1,6
190,6,5,0,6
190,6,5,1,5
191,37,5,0,37
191,37,5,1,36
191,37,5,2,34
191,37,5,3,35
191,37,5,4,38
191,37,5,5,27
191,37,5,6,68
191,37,5,7,67
191,37,5,8,22
191,37,5,9,48
191,37,5,10,47
191,37,5,11,46
191,37,5,12,45
191,37,5,13,44
191,37,5,14,43
191,37,5,15,21
191,37,5,16,20
191,37,5,17,19
191,37,5,18,49
191,37,5,19,6
191,37,5,20,5
192,37,6,0,37
192,37,6,1,36
192,37,6,2,34
192,37,6,3,35
192,37,6,4,38
192,37,6,5,27
192,37,6,6,68
192,37,6,7,67
192,37,6,8,22
192,37,6,9,48
192,37,6,10,47
192,37,6,11,46
192,37,6,12,45
192,37,6,13,44
192,37,6,14,43
192,37,6,15,21
